name,type,category,display_name,visibility,access_mode,description,min,max,inc,enum_values
StrobeSourceSelector_RegAddr,Integer,,StrobeSourceSelector_RegAddr,,,,,,,
SupportedIPConfiguration_Reg,IntReg,,SupportedIPConfiguration_Reg,Invisible,RO,,,,,
TGCRC,Integer,,TG CRC,Invisible,RO,The CRC Value of TG file,,,,
TGCRC_Reg,IntReg,,TGCRC_Reg,,RO,,,,,
TGCRC_RegAddr,Integer,,TGCRC_RegAddr,,,,,,,
TGDeviceType,Integer,,TG Device Type,Invisible,RO,The Device Type of TG file,,,,
TGDeviceType_Reg,IntReg,,TGDeviceType_Reg,,RO,,,,,
TGDeviceType_RegAddr,Integer,,TGDeviceType_RegAddr,,,,,,,
TZCoef0_Reg,IntReg,,TZCoef0_Reg,,RO,,,,,
TZCoef0_RegAddr,Integer,,TZCoef0_RegAddr,,,,,,,
TZCoef1_Reg,IntReg,,TZCoef1_Reg,,RO,,,,,
TZCoef1_RegAddr,Integer,,TZCoef1_RegAddr,,,,,,,
TZCoef2_Reg,IntReg,,TZCoef2_Reg,,RO,,,,,
TZCoef2_RegAddr,Integer,,TZCoef2_RegAddr,,,,,,,
TZDenoiseCoef_Enable,IntSwissKnife,,TZDenoiseCoef_Enable,,,,,,,
TZDenoiseCoef_Reg,IntReg,,TZDenoiseCoef_Reg,,RW,,,,,
TZDenoiseCoef_RegAddr,Integer,,TZDenoiseCoef_RegAddr,,,,,,,
TZDenoiseOpen_Reg,IntReg,,TZDenoiseOpen_Reg,,RW,,,,,
TZDenoiseOpen_RegAddr,Integer,,TZDenoiseOpen_RegAddr,,,,,,,
TZIndex,Integer,,Index,Guru,,TZIndex.,0,2147483647,,
TZIndex_Reg,IntReg,,TZIndex_Reg,,RW,,,,,
TZIndex_RegAddr,Integer,,TZIndex_RegAddr,,,,,,,
TZPureOpen_Reg,IntReg,,TZPureOpen_Reg,,RW,,,,,
TZPureOpen_RegAddr,Integer,,TZPureOpen_RegAddr,,,,,,,
TemperatureC_Float,SwissKnife,,TemperatureC_Float,,,,,,,
TemporalNoiseReductionIncInq_Reg,IntReg,,TemporalNoiseReductionIncInq_Reg,,RO,,,,,
TemporalNoiseReductionIncInq_RegAddr,Integer,,TemporalNoiseReductionIncInq_RegAddr,,,,,,,
TemporalNoiseReductionMaxInq_Reg,IntReg,,TemporalNoiseReductionMaxInq_Reg,,RO,,,,,
TemporalNoiseReductionMaxInq_RegAddr,Integer,,TemporalNoiseReductionMaxInq_RegAddr,,,,,,,
TemporalNoiseReductionMinInq_Reg,IntReg,,TemporalNoiseReductionMinInq_Reg,,RO,,,,,
TemporalNoiseReductionMinInq_RegAddr,Integer,,TemporalNoiseReductionMinInq_RegAddr,,,,,,,
TemporalNoiseReduction_Reg,IntReg,,TemporalNoiseReduction_Reg,,RW,,,,,
TemporalNoiseReduction_RegAddr,Integer,,TemporalNoiseReduction_RegAddr,,,,,,,
TestPatternInq_RegAddr,Integer,,TestPatternInq_RegAddr,,,,,,,
TestPattern_Reg,IntReg,,TestPattern_Reg,,RW,,,,,
TestPattern_RegAddr,Integer,,TestPattern_RegAddr,,,,,,,
TimestampTickFrequencyHiReg,IntReg,,TimestampTickFrequencyHiReg,Invisible,RO,64-bit value indicating the number of timestamp clock tick in 1 second. This register holds the most significant bytes. Timestamp tick frequency is 0 if timestamp is not supported.,,,,
TimestampTickFrequencyLoReg,IntReg,,TimestampTickFrequencyLoReg,Invisible,RO,64-bit value indicating the number of timestamp clock tick in 1 second. This register holds the least significant bytes. Timestamp tick frequency is 0 if timestamp is not supported.,,,,
TimestampTickFrequencyReg,IntSwissKnife,,TimestampTickFrequencyReg,,,,,,,
TransferAbort_Reg,IntReg,,TransferAbort_Reg,,WO,,,,,
TransferAbort_RegAddr,Integer,,TransferAbort_RegAddr,,,,,,,
TransferBlockCount_Avail,IntSwissKnife,,TransferBlockCount_Avail,,,,,,,
TransferBlockCount_Reg,IntReg,,TransferBlockCount_Reg,,RW,,,,,
TransferBlockCount_RegAddr,Integer,,TransferBlockCount_RegAddr,,,,,,,
TransferBurstCount_RegAddr,Integer,,TransferBurstCount_RegAddr,,,,,,,
TransferComponentSelector_RegAddr,Integer,,TransferComponentSelector_RegAddr,,,,,,,
TransferControlInq_RegAddr,Integer,,TransferControlInq_RegAddr,,,,,,,
TransferControlMode_Automatic_Lock,IntSwissKnife,,TransferControlMode_Automatic_Lock,,,,,,,
TransferControlMode_Lock,IntSwissKnife,,TransferControlMode_Lock,,,,,,,
TransferControlMode_Reg,IntReg,,TransferControlMode_Reg,,RW,,,,,
TransferControlMode_RegAddr,Integer,,TransferControlMode_RegAddr,,,,,,,
TransferOperationMode_Avail,IntSwissKnife,,TransferOperationMode_Avail,,,,,,,
TransferOperationMode_Reg,IntReg,,TransferOperationMode_Reg,,RW,,,,,
TransferOperationMode_RegAddr,Integer,,TransferOperationMode_RegAddr,,,,,,,
TransferPause_Reg,IntReg,,TransferPause_Reg,,WO,,,,,
TransferPause_RegAddr,Integer,,TransferPause_RegAddr,,,,,,,
TransferQueueCurrentBlockCount_Reg,IntReg,,TransferQueueCurrentBlockCount_Reg,,RO,,,,,
TransferQueueCurrentBlockCount_RegAddr,Integer,,TransferQueueCurrentBlockCount_RegAddr,,,,,,,
TransferQueueMaxBlockCountMax_Reg,IntReg,,TransferQueueMaxBlockCountMax_Reg,,RO,,,,,
TransferQueueMaxBlockCountMax_RegAddr,Integer,,TransferQueueMaxBlockCountMax_RegAddr,,,,,,,
TransferQueueMaxBlockCount_Reg,IntReg,,TransferQueueMaxBlockCount_Reg,,RO,,,,,
TransferQueueMaxBlockCount_RegAddr,Integer,,TransferQueueMaxBlockCount_RegAddr,,,,,,,
TransferQueueMode_Reg,IntReg,,TransferQueueMode_Reg,,RW,,,,,
TransferQueueMode_RegAddr,Integer,,TransferQueueMode_RegAddr,,,,,,,
TransferQueueOverFlowCount_Reg,IntReg,,TransferQueueOverFlowCount_Reg,,RO,,,,,
TransferQueueOverFlowCount_RegAddr,Integer,,TransferQueueOverFlowCount_RegAddr,,,,,,,
TransferResume_Reg,IntReg,,TransferResume_Reg,,WO,,,,,
TransferResume_RegAddr,Integer,,TransferResume_RegAddr,,,,,,,
TransferSelector_Reg,IntReg,,TransferSelector_Reg,,RW,,,,,
TransferSelector_RegAddr,Integer,,TransferSelector_RegAddr,,,,,,,
TransferSelector_RegOffsetAddr,IntSwissKnife,,TransferSelector_RegOffsetAddr,,,,,,,
TransferStart_Reg,IntReg,,TransferStart_Reg,,WO,,,,,
TransferStart_RegAddr,Integer,,TransferStart_RegAddr,,,,,,,
TransferStatusSelector_RegAddr,Integer,,TransferStatusSelector_RegAddr,,,,,,,
TransferStatus_RegAddr,Integer,,TransferStatus_RegAddr,,,,,,,
TransferStop_Reg,IntReg,,TransferStop_Reg,,WO,,,,,
TransferStop_RegAddr,Integer,,TransferStop_RegAddr,,,,,,,
TransferStreamChannel_RegAddr,Integer,,TransferStreamChannel_RegAddr,,,,,,,
TransferSubControlInq_RegAddr,Integer,,TransferSubControlInq_RegAddr,,,,,,,
TransferTriggerActivation_RegAddr,Integer,,TransferTriggerActivation_RegAddr,,,,,,,
TransferTriggerMode_RegAddr,Integer,,TransferTriggerMode_RegAddr,,,,,,,
TransferTriggerSelector_RegAddr,Integer,,TransferTriggerSelector_RegAddr,,,,,,,
TransferTriggerSource_RegAddr,Integer,,TransferTriggerSource_RegAddr,,,,,,,
TriWidTLParamsLocked,IntSwissKnife,,TriWidTLParamsLocked,,,,,,,
Tri_Partial_Clo_Frm_Ava,IntSwissKnife,,Tri_Partial_Clo_Frm_Ava,,,,,,,
TriggerActivation_Reg,IntReg,,TriggerActivation_Reg,,RW,,,,,
TriggerActivation_RegAddr,Integer,,TriggerActivation_RegAddr,,,,,,,
TriggerCacheEnable_Bit,IntConverter,,TriggerCacheEnable_Bit,,,,,,,
TriggerCacheEnable_Reg,IntReg,,TriggerCacheEnable_Reg,,RW,,,,,
TriggerCacheEnable_RegAddr,Integer,,TriggerCacheEnable_RegAddr,,,,,,,
TriggerDelayAbsMax_Reg,IntReg,,TriggerDelayAbsMax_Reg,,RO,,,,,
TriggerDelayAbsMax_RegAddr,Integer,,TriggerDelayAbsMax_RegAddr,,,,,,,
TriggerDelayAbsMin_Reg,IntReg,,TriggerDelayAbsMin_Reg,,RO,,,,,
TriggerDelayAbsMin_RegAddr,Integer,,TriggerDelayAbsMin_RegAddr,,,,,,,
TriggerDelayAbsVal_Reg,IntReg,,TriggerDelayAbsVal_Reg,,RW,,,,,
TriggerDelayAbsVal_RegAddr,Integer,,TriggerDelayAbsVal_RegAddr,,,,,,,
TriggerDelayFallingAbsVal_Reg,IntReg,,TriggerDelayFallingAbsVal_Reg,,RW,,,,,
TriggerDelayFallingAbsVal_RegAddr,Integer,,TriggerDelayFallingAbsVal_RegAddr,,,,,,,
TriggerDelayFallingValMicrosecs_Float,Converter,,TriggerDelayFallingValMicrosecs_Float,,,,,,,
TriggerDelayFallingValMicrosecs_Int,Integer,,TriggerDelayFallingValMicrosecs_Int,,,,0,16000000,,
TriggerDelayRisingAbsVal_Reg,IntReg,,TriggerDelayRisingAbsVal_Reg,,RW,,,,,
TriggerDelayRisingAbsVal_RegAddr,Integer,,TriggerDelayRisingAbsVal_RegAddr,,,,,,,
TriggerDelayRisingValMicrosecs_Float,Converter,,TriggerDelayRisingValMicrosecs_Float,,,,,,,
TriggerDelayRisingValMicrosecs_Int,Integer,,TriggerDelayRisingValMicrosecs_Int,,,,0,16000000,,
TriggerDelayValMicrosecs_Float,Converter,,TriggerDelayValMicrosecs_Float,,,,,,,
TriggerDelayValMicrosecs_Int,Integer,,TriggerDelayValMicrosecs_Int,,,,TriggerDelayAbsMin_Reg,TriggerDelayAbsMax_Reg,,
TriggerInq_RegAddr,Integer,,TriggerInq_RegAddr,,,,,,,
TriggerModeOnOff_Bit,IntConverter,,TriggerModeOnOff_Bit,,,,,,,
TriggerMode_Reg,IntReg,,TriggerMode_Reg,,RW,,,,,
TriggerMode_RegAddr,Integer,,TriggerMode_RegAddr,,,,,,,
TriggerPartialClose_Reg,IntReg,,TriggerPartialClose_Reg,,RW,,,,,
TriggerPartialClose_RegAddr,Integer,,TriggerPartialClose_RegAddr,,,,,,,
TriggerSelectInq_RegAddr,Integer,,TriggerSelectInq_RegAddr,,,,,,,
TriggerSelectorRegOffsetAddress,IntSwissKnife,,TriggerSelectorRegOffsetAddress,,,,,,,
TriggerSelector_Int,Integer,,TriggerSelector_Int,,,,,,,
TriggerSelector_Reg,IntReg,,TriggerSelector_Reg,,RW,,,,,
TriggerSelector_RegAddr,Integer,,TriggerSelector_RegAddr,,,,,,,
TriggerSoftwareAvailInq_Int,IntSwissKnife,,TriggerSoftwareAvailInq_Int,,,,,,,
TriggerSoftware_Reg,IntReg,,TriggerSoftware_Reg,,WO,,,,,
TriggerSoftware_RegAddr,Integer,,TriggerSoftware_RegAddr,,,,,,,
TriggerSource_Reg,IntReg,,TriggerSource_Reg,,RW,,,,,
TriggerSource_RegAddr,Integer,,TriggerSource_RegAddr,,,,,,,
UCCIndexIncInq_RegAddr,Integer,,UCCIndexIncInq_RegAddr,,,,,,,
UCCIndexInc_Reg,IntReg,,UCCIndexInc_Reg,,RO,,,,,
UCCIndexMaxInq_RegAddr,Integer,,UCCIndexMaxInq_RegAddr,,,,,,,
UCCIndexMax_Reg,IntReg,,UCCIndexMax_Reg,,RO,,,,,
UCCIndexMinInq_RegAddr,Integer,,UCCIndexMinInq_RegAddr,,,,,,,
UCCIndexMin_Reg,IntReg,,UCCIndexMin_Reg,,RO,,,,,
UCCIndex_AddrOffSet,IntSwissKnife,,UCCIndex_AddrOffSet,,,,,,,
UCCIndex_CtrlValue,Integer,,UCCIndex_CtrlValue,,,,,,,
UCCStartState_Reg,IntReg,,UCCStartState_Reg,,RW,,,,,
UCCStartState_RegAddr,Integer,,UCCStartState_RegAddr,,,,,,,
UCCValueALL_Len,IntSwissKnife,,UCCValueALL_Len,,,,,,,
UCCValueALL_Reg,Integer,,UCCValueALL_Reg,,,,,,,
UCCValueIndexIncInq_RegAddr,Integer,,UCCValueIndexIncInq_RegAddr,,,,,,,
UCCValueIndexInc_Reg,IntReg,,UCCValueIndexInc_Reg,,RO,,,,,
UCCValueIndexMaxInq_RegAddr,Integer,,UCCValueIndexMaxInq_RegAddr,,,,,,,
UCCValueIndexMax_Reg,IntReg,,UCCValueIndexMax_Reg,,RO,,,,,
UCCValueIndexMinInq_RegAddr,Integer,,UCCValueIndexMinInq_RegAddr,,,,,,,
UCCValueIndexMin_Reg,IntReg,,UCCValueIndexMin_Reg,,RO,,,,,
UCCValueIndex_CtrlValue,Integer,,UCCValueIndex_CtrlValue,,,,,,,
UCCValueIndex_RegAddrOffSet,IntSwissKnife,,UCCValueIndex_RegAddrOffSet,,,,,,,
UCCValueSave_Reg,IntReg,,UCCValueSave_Reg,,WO,,,,,
UCCValueSave_RegAddr,Integer,,UCCValueSave_RegAddr,,,,,,,
UCCValue_Reg,IntReg,,UCCValue_Reg,,RW,,,,,
UCCValue_RegAddr,Integer,,UCCValue_RegAddr,,,,,,,
UserDataIndexIncInq_RegAddr,Integer,,UserDataIndexIncInq_RegAddr,,,,,,,
UserDataIndexInc_Reg,IntReg,,UserDataIndexInc_Reg,,RO,,,,,
UserDataIndexMaxInq_RegAddr,Integer,,UserDataIndexMaxInq_RegAddr,,,,,,,
UserDataIndexMax_Reg,IntReg,,UserDataIndexMax_Reg,,RO,,,,,
UserDataIndexMinInq_RegAddr,Integer,,UserDataIndexMinInq_RegAddr,,,,,,,
UserDataIndexMin_Reg,IntReg,,UserDataIndexMin_Reg,,RO,,,,,
UserDataIndex_CtrlValue,Integer,,UserDataIndex_CtrlValue,,,,,,,
UserDataSave_Reg,IntReg,,UserDataSave_Reg,,WO,,,,,
UserDataSave_RegAddr,Integer,,UserDataSave_RegAddr,,,,,,,
UserDataValueAll_LEN,IntSwissKnife,,UserDataValueAll_LEN,,,,,,,
UserDataValueAll_Reg,Integer,,UserDataValueAll_Reg,,,,,,,
UserDataValue_Reg,IntReg,,UserDataValue_Reg,,RW,,,,,
UserDataValue_RegAddr,Integer,,UserDataValue_RegAddr,,,,,,,
UserDataValue_RegAddrOffSet,IntSwissKnife,,UserDataValue_RegAddrOffSet,,,,,,,
UserOutputValue,Boolean,,User Output Value,Expert,RW,Sets the value of the bit to be output to the selected line.,,,,
UserOutputValueAvailable_Int,IntSwissKnife,,UserOutputValueAvailable_Int,,,,,,,
UserOutputValue_Int,IntConverter,,UserOutputValue_Int,,,,,,,
UserOutputValue_Reg,IntReg,,UserOutputValue_Reg,,RW,,,,,
UserOutputValue_RegAddr,Integer,,UserOutputValue_RegAddr,,,,,,,
UserSetCurrent_Reg,IntReg,,UserSetCurrent_Reg,,RO,,,,,
UserSetCurrent_RegAddr,Integer,,UserSetCurrent_RegAddr,,,,,,,
UserSetDefaultSelector_Reg,IntReg,,UserSetDefaultSelector_Reg,,RW,,,,,
UserSetDefaultSelector_RegAddr,Integer,,UserSetDefaultSelector_RegAddr,,,,,,,
UserSetInq_RegAddr,Integer,,UserSetInq_RegAddr,,,,,,,
UserSetLoad_CmdValueFao,IntSwissKnife,,UserSetLoad_CmdValueFao,,,,,,,
UserSetLoad_Reg,IntReg,,UserSetLoad_Reg,,WO,,,,,
UserSetLoad_RegAddr,Integer,,UserSetLoad_RegAddr,,,,,,,
UserSetSave_CmdValueFao,IntSwissKnife,,UserSetSave_CmdValueFao,,,,,,,
UserSetSave_Reg,IntReg,,UserSetSave_Reg,,WO,,,,,
UserSetSave_RegAddr,Integer,,UserSetSave_RegAddr,,,,,,,
UserSetSelector_Reg,IntReg,,UserSetSelector_Reg,,RW,,,,,
UserSetSelector_RegAddr,Integer,,UserSetSelector_RegAddr,,,,,,,
VESValue_Float,Converter,,VESValue_Float,,,,,,,
VESValue_Reg,IntReg,,VESValue_Reg,,RW,,,,,
VESValue_RegAddr,Integer,,VESValue_RegAddr,,,,,,,
VOunit_RegAddr,Integer,,VOunit_RegAddr,,,,,,,
VideoModeInq_RegAddr,Integer,,VideoModeInq_RegAddr,,,,,,,
Vposunit_Reg,IntReg,,Vposunit_Reg,,RO,,,,,
Vunit_Reg,IntReg,,Vunit_Reg,,RO,,,,,
Vunit_RegAddr,Integer,,Vunit_RegAddr,,,,,,,
WidthInc_Int,IntSwissKnife,,WidthInc_Int,,,,,,,
WidthMax_Int,IntSwissKnife,,WidthMax_Int,,,,,,,
WidthMax_Reg,IntReg,,WidthMax_Reg,,RO,,,,,
WidthMax_RegAddr,Integer,,WidthMax_RegAddr,,,,,,,
WidthMin_Int,IntSwissKnife,,WidthMin_Int,,,,,,,
WidthMin_Reg,IntReg,,WidthMin_Reg,,RO,,,,,
WidthMin_RegAddr,Integer,,WidthMin_RegAddr,,,,,,,
Width_Reg,IntReg,,Width_Reg,,RW,,,,,
Width_RegAddr,Integer,,Width_RegAddr,,,,,,,
Zero_Int,Integer,,Zero_Int,,,,,,,
stream0_Inq,IntSwissKnife,,stream0_Inq,,,,,,,
stream1_Inq,IntSwissKnife,,stream1_Inq,,,,,,,
stream2_Inq,IntSwissKnife,,stream2_Inq,,,,,,,
AcquisitionBurstFrameCount,Integer,AcquisitionControl,Acquisition Burst Frame Count,Beginner,,Number of frames to acquire for each FrameBurstStart trigger.,AcqBurstFrameCountMinInq_Reg,AcqBurstFrameCountMaxInq_Reg,1,
AcquisitionFrameCount,Integer,AcquisitionControl,Acquisition Frame Count,Beginner,,Number of frames to acquire in multi-frame acquisition mode.,AcqFrameCountMinInq_Reg,AcqFrameCountMaxInq_Reg,1,
AcquisitionFrameRate,Float,AcquisitionControl,Acquisition Frame Rate(Fps),Beginner,RW,Controls the acquisition rate at which the frames are captured.,AcqFrameRateMinInq_Float,AcqFrameRateMaxInq_Float,,
AcquisitionFrameRateEnable,Boolean,AcquisitionControl,Acquisition Frame Rate Control Enable,,,Enables manual control of the camera frame rate.,,,,
AcquisitionLineRate,Integer,AcquisitionControl,Acquisition Line Rate(Hz),Beginner,RW,Controls the acquisition rate at which the Lines are captured.,AcqLineRateMinInq_Reg,AcqLineRateMaxInq_Reg,,
AcquisitionLineRateEnable,Boolean,AcquisitionControl,Acquisition Line Rate Control Enable,,,Enables manual control of the camera Line rate.,,,,
AcquisitionMode,Enumeration,AcquisitionControl,Acquisition Mode,Beginner,,Sets the acquisition mode of the device.,,,,
AcquisitionStart,Command,AcquisitionControl,Acquisition Start,Beginner,WO,Starts the Acquisition of the device.,,,,
AcquisitionStop,Command,AcquisitionControl,Acquisition Stop,Beginner,WO,Stops the acquisition of the device at the end of the current frame.,,,,
AutoExposureTimeLowerLimit,Integer,AcquisitionControl,Auto Exposure Time Lower Limit(us),Guru,,Lower limit of the Auto Exposure Time parameter,AutoExposureTimeLowerLimitMinInq_Reg,AutoExposureTimeLowerLimitMaxInq_Reg_Int,AutoExposureTimeLowerLimitIncInq_Reg,
AutoExposureTimeUpperLimit,Integer,AcquisitionControl,Auto Exposure Time Upper Limit(us),Guru,,Upper limit of the Auto Exposure Time parameter,AutoExposureTimeUpperLimitMinInq_Reg_Int,AutoExposureTimeUpperLimitMaxInq_Reg,AutoExposureTimeUpperLimitIncInq_Reg,
ExposureAuto,Enumeration,AcquisitionControl,Exposure Auto,,,Sets the automatic exposure mode when Exposure Mode is Timed.,,,,
ExposureMode,Enumeration,AcquisitionControl,Exposure Mode,Beginner,RW,Sets the operation mode of the Exposure (or shutter).,,,,
ExposureTime,Float,AcquisitionControl,Exposure Time(us),,,Exposure time in us when Exposure Mode is Timed.,,,,
ExposureTimeMode,Enumeration,AcquisitionControl,Exposure Time Mode,Beginner,RW,Sets the ExposureTime mode of the Exposure (or shutter).,,,,
FrameTimeoutEnable,Boolean,AcquisitionControl,Frame Timeout Enable,,,Enables the Frame Timeout.,,,,
FrameTimeoutTime,Integer,AcquisitionControl,Frame Timeout Time(ms),,,"Sets the frame timeout in microseconds. When the timeout expires before a frame acquisition is complete, a partial frame will be delivered.",FrameTimeoutTimeMinInq_Reg,FrameTimeoutTimeMaxInq_Reg,FrameTimeoutTimeIncInq_Reg,
GainShutPrior,Enumeration,AcquisitionControl,Gain Shut prior,Guru,RW,Sets the priority of the Exposure and Gain.,,,,
HDREnable,Boolean,AcquisitionControl,HDR Enable,,,Enable HDR or not.,,,,
HDRGain,Float,AcquisitionControl,HDR Gain,Expert,RW,Set the gain of HDR.,,,,
HDRSelector,Integer,AcquisitionControl,HDR Selector,Beginner,RW,Set the selector of HDR.,0,3,,
HDRShutter,Integer,AcquisitionControl,HDR Shutter(us),Expert,RW,Set the shutter time of HDR.,HDR_Exp_Min_Int,HDR_Exp_Max_Int,,
LineCounter,Integer,AcquisitionControl,Line Counter,Expert,RO,Indicates the count of image lines.,,,,
LineTriggerCacheEnable,Boolean,AcquisitionControl,Line Trigger Cache Enable,Expert,RW,Specifies whether or not the Line Trigger Cache is enabled.,,,,
PartialFrameDiscard,Boolean,AcquisitionControl,Partial Frame Discard,,,Discard the partial frame.,,,,
ReferenceLineRate,Integer,AcquisitionControl,Reference Line Rate,,,"According to compression ratio, calculates reference line rate. In the worst case, resulting line rate should less than reference line rate.",,,,
ResultingFrameRate,Float,AcquisitionControl,Resulting Frame Rate(Fps),,,"Indicates the 'absolute' value of the maximum allowed acquisition frame rate. The 'absolute' value is a float value that indicates the maximum allowed acquisition frame rate in frames per second given the current settings for the area of interest, exposure time, and bandwidth.",,,,
ResultingLineRate,Integer,AcquisitionControl,Resulting Line Rate(Hz),,,"Indicates the 'absolute' value of the maximum allowed acquisition Line rate. The 'absolute' value is a float value that indicates the maximum allowed acquisition Line rate in Lines per second given the current settings for the area of interest, exposure time, and bandwidth.",,,,
ScanStart,Command,AcquisitionControl,Scan Start,Beginner,,Starts the Frame Trigger of the device.,,,,
ScanStop,Command,AcquisitionControl,Scan Stop,Beginner,,Stops Frame Trigger of the device.,,,,
SensorShutterMode,Enumeration,AcquisitionControl,Sensor Shutter Mode,Expert,RW,Sets the operation mode of the sensor's shutter,,,,
TriggerActivation,Enumeration,AcquisitionControl,Trigger Activation,Beginner,RW,Specifies the activation mode of the trigger.,,,,
TriggerCacheEnable,Boolean,AcquisitionControl,Trigger Cache Enable,Expert,RW,Specifies whether or not the Trigger Cache is enabled.,,,,
TriggerDelay,Float,AcquisitionControl,Trigger Delay(us),,,Specifies the delay (in us) to apply after the trigger reception before activating it.,,,,
TriggerFallingDelay,Float,AcquisitionControl,Trigger Falling Delay(us),,,Specifies the falling delay (in us) to apply after the trigger reception before activating it.,,,,
TriggerMode,Enumeration,AcquisitionControl,Trigger Mode,Beginner,RW,Controls whether or not the selected trigger is active.,,,,
TriggerPartialClose,Enumeration,AcquisitionControl,Trigger Partial Close,Beginner,RW,If True: transmit the portion of the frame acquired. If False transmit the complete frame acquired.,,,,
TriggerRisingDelay,Float,AcquisitionControl,Trigger Rising Delay(us),,,Specifies the rising delay (in us) to apply after the trigger reception before activating it.,,,,
TriggerSelector,Enumeration,AcquisitionControl,Trigger Selector,Beginner,RW,Selects the type of trigger to configure.,,,,
TriggerSoftware,Command,AcquisitionControl,Trigger Software,Beginner,WO,Generates an internal trigger if Trigger Source is set to Software.,,,,
TriggerSource,Enumeration,AcquisitionControl,Trigger Source,Beginner,RW,Specifies the internal signal or physical input line to use as the trigger source. The selected trigger must have its TriggerMode set to On.,,,,
ActionDeviceKey,Integer,ActionControl,Action Device Key,Expert,RW,Provides the device key that allows the device to check the validity of action commands. The device internal assertion of an action signal is only authorized if the ActionDeviceKey and the action device key value in the protocol message are equal.,0,,,
ActionGroupKey,Integer,ActionControl,Action Group Key,Expert,RW,Provides the key that the device will use to validate the action on reception of the action protocol message.,0,,,
ActionGroupMask,Integer,ActionControl,Action Group Mask,Expert,RW,Provides the mask that the device will use to validate the action on reception of the action protocol message.,0,,,
ActionQueueSize,Integer,ActionControl,Action Queue Size,Expert,RO,Indicates the size of the scheduled action commands queue. This number represents the maximum number of scheduled action commands that can be pending at a given point in time.,,,,
ActionSelector,Integer,ActionControl,Action Selector,Expert,RW,Selects to which Action Signal further Action settings apply.,0,0,,
ADCGainEnable,Boolean,AnalogControl,ADC Gain x 4 Enable,Expert,RW,Enable Analog Gain,,,,
AirspaceNoiseReduction,Integer,AnalogControl,Airspace Noise Reduction,Guru,,Sets the Airspace noise reduction level.,AirspaceNoiseReductionMinInq_Reg,AirspaceNoiseReductionMaxInq_Reg,AirspaceNoiseReductionIncInq_Reg,
AutoFunctionAOIHeight,Integer,AnalogControl,Auto Function AOI Height,Guru,,This value sets the height of the auto function area of interest in pixels.,HeightMin_Int,AutoAOIHeightMax_Inq,HeightInc_Int,
AutoFunctionAOIOffsetX,Integer,AnalogControl,Auto Function AOI Offset X,Guru,,This value sets the starting column of the auto function area of interest in pixels.,0,AutoAOIOffsetXMax_Inq,OffsetXInc_Int,
AutoFunctionAOIOffsetY,Integer,AnalogControl,Auto Function AOI Offset Y,Guru,,This value sets the starting line of the auto function area of interest in pixels.,0,AutoAOIOffsetYMax_Inq,OffsetYInc_Int,
AutoFunctionAOISelector,Enumeration,AnalogControl,Auto Function AOI Selector,Guru,,Selects the Auto Function AOI.,,,,
AutoFunctionAOIUsageIntensity,Boolean,AnalogControl,Auto Function AOI Usage Intensity,Guru,,,,,,
AutoFunctionAOIUsageRedLightCorrection,Boolean,AnalogControl,Auto Function AOI Usage Red Light Correction,Guru,,,,,,
AutoFunctionAOIUsageWhiteBalance,Boolean,AnalogControl,Auto Function AOI Usage White Balance,Guru,,,,,,
AutoFunctionAOIWidth,Integer,AnalogControl,Auto Function AOI Width,Guru,,This value sets the width of the auto function area of interest in pixels.,WidthMin_Int,AutoAOIWidthMax_Inq,WidthInc_Int,
AutoGainLowerLimit,Float,AnalogControl,Auto Gain Lower Limit(dB),Guru,,Lower limit of the Auto Gain parameter,,,,
AutoGainUpperLimit,Float,AnalogControl,Auto Gain Upper Limit(dB),Guru,,Upper limit of the Auto Gain parameter,,,,
BalanceColorTemperatureMode,Enumeration,AnalogControl,AWB Color Temperature Mode,,,Control the color temperature mode under auto balance mode.,,,,
BalanceRatio,Integer,AnalogControl,Balance Ratio,,,This value sets the selected balance ratio control as an integer.,BalanceRatioMinInq_Reg,BalanceRatioMaxInq_Reg,,
BalanceRatioSelector,Enumeration,AnalogControl,Balance Ratio Selector,,,Selects a balance ratio to configure. Once a balance ratio control has been selected.,,,,
BalanceWhiteAuto,Enumeration,AnalogControl,Balance White Auto,,,Balance White Auto is the 'automatic' counterpart of the manual white balance feature.,,,,
BlackLevel,Integer,AnalogControl,Black Level,,,Analog black level in percent.,BlackLevelMinInq_Reg,BlackLevelMaxInq_Reg,,
BlackLevelAuto,Enumeration,AnalogControl,Black Level Auto,Expert,RW,Controls the mode for automatic black level adjustment. The exact algorithm used to implement this adjustment is device-specific.,,,,
BlackLevelEnable,Boolean,AnalogControl,Black Level Enable,Expert,RW,Enables/disables black level adjustment.,,,,
Brightness,Integer,AnalogControl,Brightness,,,This value sets the selected Brightness control,BrightnessMinInq_Reg,BrightnessMaxInq_Reg,BrightnessUintInq_Reg,
ChannelCorrectMode,Enumeration,AnalogControl,Channel Correct Mode,,,Select Channel Correct Mode,,,,
DigitalNoiseReductionMode,Enumeration,AnalogControl,Digital Noise Reduction Mode,,,This enumeration selects the mode of digital noise reduction.,,,,
DigitalShift,Float,AnalogControl,Digital Shift,,,This value sets the selected digital shift control,,,,
DigitalShiftEnable,Boolean,AnalogControl,Digital Shift Enable,Expert,RW,Enables/disables DigitalShift adjustment.,,,,
